name,slug,price,score,prince-range-min,prince-range-max,location,logo,delivery,pickup,phone,phone2,email,facebook,instagram,telegram,youtube,web,web2,address,geo,type,product_name,product_slug,product_price
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,PAN DE MOLDE 460g,pan-de-molde-3,1.5
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,Tubo de Picadillo de Res de 500g,picadillo-de-res-de-2da,2.95
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,HELADO COPPELIA DE RIZADO DE CHOCOLATE 4L,helado-coppelia-de-chocolate-4-5l,14.99
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,VINO DULCE DE PASAS ,vino-dulce-de-pasas-v,1.99
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,Sopa estilo ramen sabor Teriyaki,sopa-instantanea-de-fideos-sabor-masa-frita,0.99
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,Vinagre 750ml,vinagre-750ml,0.99
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,Vino seco 750ml,vino-seco-750ml,0.99
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,PECHUGA DE POLLO 2.5kg,pechuga-de-pollo-2kg-g,18.99
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,CAJA DE PICADILLO DE POLLO 20kg,caja-de-picadillo-de-pollo-44lbs,40.0
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,PICADILLO DE POLLO 5kg,picadillo-de-pollo-5kg,14.0
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,MALTA VITALIS ,malta-vitalis,0.95
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,CAJA DE MALTA VITALIS ,caja-de-malta-vitalis,24.99
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,CAJA DE POLLO 15kg,caja-de-pollo-40lbs,40.99
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,YOGURT PROBIÓTICO DE COCO 4LT,yogurt-probiotico-de-coco-4lt,15.65
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,YOGURT PROBIÓTICO DE VAINILLA 4LT,yogurt-probiotico-de-vainilla-4lt,15.65
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,YOGURT PROBIÓTICO DE GUANABANA 4LT,yogurt-probiotico-de-guanabana-4lt,15.65
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,YOGURT PROBIÓTICO DE MANZANA 4LT,yogurt-probiotico-de-manzana-4lt,15.65
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,YOGURT PROBIÓTICO DE MELOCOTÓN 4LT,yogurt-probiotico-de-melocoton-4lt,15.65
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,PASTA DE TOMATE DOBLE CONCENTRADO CONDIMENTADO 800g,pasta-de-tomate-sabor-tradicional-800g,5.99
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,HOJAS DE ALBAHACA (100g)   ,hojas-de-albahaca-100g,5.99
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,COMBO DE VERANO,combo-variado-6,30.0
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,Arroz Guyanés 5kg,arroz-uruguayo-25kg,10.75
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,Puré de papas original 40g,pure-de-papas-original-40g,0.9
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,DETERGENTE EN PASTA PARA FREGAR ROSA MAR,detergente-en-pasta-para-fregar-rosa-mar,1.5
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,Detergente líquido multiuso 750ml,detergente-liquido-multiuso-750ml,3.0
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,YOGURT PROBIOTICO DE FRESA 1lt,yogurt-probiotico-de-fresa-1lt,3.4
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,YOGURT PROBIOTICO DE FRUTOS DEL BOSQUE 1lt,yogurt-probiotico-de-frutos-del-bosque-1lt,3.4
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,DETERGENTE EN PASTA GAL 250g,detergente-en-pasta-gal-250g,1.05
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,JABÓN DE BAÑO,jabon-rexona-antibacterial-110-g,0.55
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,PASTA DENTAL CLOSEUP 90g,pasta-de-dientes-colgate-170g,2.0
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,JABÓN DE BAÑO ,4-jabones-royal-lady,0.55
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,JABÓN DE BAÑO ,jabon-de-tocador-natural-75g,0.55
Market Rey,market-rey,USD,80.73,0.55,40.0,"Habana del Este, La Habana",https://img2.elyerromenu.com/images/market-rey/logo-y/img.webp,True,,+5355159617,+5355159617,yanetsanler@gmail.com,,,,,www.marketrey.com ,,Carretera del asilo #6 /Naval y los Pinos casablanca. ,"[-82.33339919218133, 23.154970416175193]",heladerias,PAPEL SANITARIO ,papel-sanitario-c,2.1
HELADO MÍO,helado-mio,CUP,79.83,390.0,1100.0,"Habana Vieja, La Habana",https://img1.elyerromenu.com/images/helado-mio/logo-n/img.webp,False,,+5350924305,+5350924305,living.havana2021@gmail.com,heladomiocuba,heladomio_cuba,,,,,"Almacenes San José
Ave. Del Puerto, Habana, Ciudad De La Habana Provincia 10100","[-82.34927707716189, 23.13004012454017]",heladerias,Cono Simple,cono-simple,390.0
HELADO MÍO,helado-mio,CUP,79.83,390.0,1100.0,"Habana Vieja, La Habana",https://img1.elyerromenu.com/images/helado-mio/logo-n/img.webp,False,,+5350924305,+5350924305,living.havana2021@gmail.com,heladomiocuba,heladomio_cuba,,,,,"Almacenes San José
Ave. Del Puerto, Habana, Ciudad De La Habana Provincia 10100","[-82.34927707716189, 23.13004012454017]",heladerias,Conos Dobles,conos-dobles,550.0
HELADO MÍO,helado-mio,CUP,79.83,390.0,1100.0,"Habana Vieja, La Habana",https://img1.elyerromenu.com/images/helado-mio/logo-n/img.webp,False,,+5350924305,+5350924305,living.havana2021@gmail.com,heladomiocuba,heladomio_cuba,,,,,"Almacenes San José
Ave. Del Puerto, Habana, Ciudad De La Habana Provincia 10100","[-82.34927707716189, 23.13004012454017]",heladerias,Vasito de un sabor,vasito-de-un-sabor,410.0
HELADO MÍO,helado-mio,CUP,79.83,390.0,1100.0,"Habana Vieja, La Habana",https://img1.elyerromenu.com/images/helado-mio/logo-n/img.webp,False,,+5350924305,+5350924305,living.havana2021@gmail.com,heladomiocuba,heladomio_cuba,,,,,"Almacenes San José
Ave. Del Puerto, Habana, Ciudad De La Habana Provincia 10100","[-82.34927707716189, 23.13004012454017]",heladerias,Vasito de Doble,vasito-de-doble,570.0
HELADO MÍO,helado-mio,CUP,79.83,390.0,1100.0,"Habana Vieja, La Habana",https://img1.elyerromenu.com/images/helado-mio/logo-n/img.webp,False,,+5350924305,+5350924305,living.havana2021@gmail.com,heladomiocuba,heladomio_cuba,,,,,"Almacenes San José
Ave. Del Puerto, Habana, Ciudad De La Habana Provincia 10100","[-82.34927707716189, 23.13004012454017]",heladerias,Vasito de 3 bolas ,vasito-de-3-bolas,690.0
HELADO MÍO,helado-mio,CUP,79.83,390.0,1100.0,"Habana Vieja, La Habana",https://img1.elyerromenu.com/images/helado-mio/logo-n/img.webp,False,,+5350924305,+5350924305,living.havana2021@gmail.com,heladomiocuba,heladomio_cuba,,,,,"Almacenes San José
Ave. Del Puerto, Habana, Ciudad De La Habana Provincia 10100","[-82.34927707716189, 23.13004012454017]",heladerias,Waffle,waffle-z,485.0
HELADO MÍO,helado-mio,CUP,79.83,390.0,1100.0,"Habana Vieja, La Habana",https://img1.elyerromenu.com/images/helado-mio/logo-n/img.webp,False,,+5350924305,+5350924305,living.havana2021@gmail.com,heladomiocuba,heladomio_cuba,,,,,"Almacenes San José
Ave. Del Puerto, Habana, Ciudad De La Habana Provincia 10100","[-82.34927707716189, 23.13004012454017]",heladerias,Batido de helado,batido-de-helado-s,715.0
HELADO MÍO,helado-mio,CUP,79.83,390.0,1100.0,"Habana Vieja, La Habana",https://img1.elyerromenu.com/images/helado-mio/logo-n/img.webp,False,,+5350924305,+5350924305,living.havana2021@gmail.com,heladomiocuba,heladomio_cuba,,,,,"Almacenes San José
Ave. Del Puerto, Habana, Ciudad De La Habana Provincia 10100","[-82.34927707716189, 23.13004012454017]",heladerias,Frappuccino,frappuccino-t1,830.0
HELADO MÍO,helado-mio,CUP,79.83,390.0,1100.0,"Habana Vieja, La Habana",https://img1.elyerromenu.com/images/helado-mio/logo-n/img.webp,False,,+5350924305,+5350924305,living.havana2021@gmail.com,heladomiocuba,heladomio_cuba,,,,,"Almacenes San José
Ave. Del Puerto, Habana, Ciudad De La Habana Provincia 10100","[-82.34927707716189, 23.13004012454017]",heladerias,Affogato al café ,affogato-al-cafe-j,780.0
HELADO MÍO,helado-mio,CUP,79.83,390.0,1100.0,"Habana Vieja, La Habana",https://img1.elyerromenu.com/images/helado-mio/logo-n/img.webp,False,,+5350924305,+5350924305,living.havana2021@gmail.com,heladomiocuba,heladomio_cuba,,,,,"Almacenes San José
Ave. Del Puerto, Habana, Ciudad De La Habana Provincia 10100","[-82.34927707716189, 23.13004012454017]",heladerias,Piña Colada,pina-colada-7k,1100.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Torta de Chocolate,torta-de-chocolate-9,4000.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Croissant de  jamon y queso ,sandwich-jamon-y-queso-j,1100.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Tartaleta Limon,tartaleta-limon,300.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Cake bombom,cake-bombom-u,4500.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Cake Dulce Leche,cake-dulce-leche-4,4500.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Cake Coco,cake-coco,4500.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Palmera de chocolate,palmera-de-chocolate-r,250.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Cuña cake dulce leche,cuna-cake-dulce-leche,390.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Cuña cake bombom,cuna-cake-bombom,390.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Cuña cake de coco,cuna-cake-de-coco,390.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Croissant natural,croissant-natural-1,450.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Croissant de nutella y azucar lustre,croissant-de-nutella-y-azucar-lustre,890.0
Lola Café,lola-cafe,CUP,76.64,100.0,4500.0,"Playa, La Habana",https://img1.elyerromenu.com/images/lola-cafe/logo-z8/img.webp,True,,+5350091269,+5350091269,lolacafehabana@gmail.com,,,,https://youtube.com/@recetasdelolacafe4270?si=2perG5HxEZqm51Gi,,,Avenida 31/54 y 56 #5409.,"[-82.4543353, 23.0929028]",heladerias,Menu de catering:,menu-de-catering,0.0
